ST	Oxf_gltA	Oxf_gyrB	Oxf_gdhB	Oxf_recA	Oxf_cpn60	Oxf_gpi	Oxf_rpoD	clonal_complex	species
1563	1	15	80	28	4	140	45		Acinetobacter baumannii
1564	21	35	2	28	1	54	4		Acinetobacter baumannii
1565	1	35	3	11	4	187	6		Acinetobacter baumannii
1566	1	35	80	12	70	306	4		A. baumannii
1567	10	12	182	11	4	100	5		A. baumannii
1568	106	17	181	60	1	166	130		A. baumannii
1569	1	3	3	2	110	142	3		A. baumannii
1570	1	72	12	11	4	18	3		A. baumannii
1571	1	15	13	12	2	106	2		A. baumannii
1572	1	12	12	11	2	94	3		A. baumannii
1573	1	15	13	12	2	106	3		A. baumannii
1574	1	15	13	2	4	106	2		A. baumannii
1575	1	12	80	28	1	256	45		A. baumannii
1576	1	72	12	2	4	54	3		A. baumannii
1577	36	31	66	71	4	163	4		A. baumannii
1578	1	38	3	2	2	144	3		A. baumannii
1579	1	3	3	2	59	163	3		A. baumannii
1580	28	38	45	1	16	102	2		A. baumannii
1581	12	87	12	1	29	163	39		A. baumannii
1582	107	172	123	115	111	307	131		Acinetobacter pittii
1583	1	62	59	28	4	66	45		A. baumannii
1584	33	12	62	54	4	4	71		Acinetobacter baumannii
1585	31	45	8	6	30	144	6		
1586	31	45	8	6	30	140	6		Acinetobacter baumannii
1587	51	12	49	11	48	157	4		Acinetobacter baumannii
1588	1	15	2	28	1	83	32		Acinetobacter baumannii
1589	1	102	109	1	23	193	26		Acinetobacter baumannii
1590	10	12	4	11	4	278	5		Acinetobacter baumannii
1591	1	170	12	6	28	94	32		Acinetobacter baumannii
1592	1	34	56	1	1	242	45		Acinetobacter baumannii
1593	1	46	2	82	1	211	6		Acinetobacter baumannii
1594	1	169	11	48	18	106	43		Acinetobacter baumannii
1595	1	15	59	28	4	99	45		Acinetobacter baumannii
1596	1	50	56	1	1	152	26		Acinetobacter baumannii
1597	1	1	66	12	33	144	41		Acinetobacter baumannii
1598	1	48	12	11	4	54	3		Acinetobacter baumannii
1599	1	12	3	2	2	98	3		Acinetobacter baumannii
1600	1	3	3	2	16	94	3		Acinetobacter baumannii
1601	1	3	3	2	16	107	3		Acinetobacter baumannii
1602	1	3	3	2	4	94	3		Acinetobacter baumannii
1603	1	35	186	11	4	187	6		Acinetobacter baumannii
1604	10	12	182	11	4	98	5		Acinetobacter baumannii
1605	90	181	153	98	83	309	136		Acinetobacter pittii
1606	111	176	183	118	113	132	129		Acinetobacter baumannii
1607	112	177	101	119	114	4	98		Acinetobacter baumannii
1608	113	178	101	54	115	4	98		Acinetobacter baumannii
1609	33	12	62	120	4	4	57		Acinetobacter baumannii
1610	108	173	7	116	112	106	132		Acinetobacter baumannii
1611	109	174	80	12	4	153	133		Acinetobacter baumannii
1612	110	175	127	117	27	153	134		Acinetobacter baumannii
1613	91	180	184	7	116	308	135		Acinetobacter pittii
1614	42	65	185	30	25	114	57		Acinetobacter nosocomialis
1615	1	15	8	10	28	108	32		Acinetobacter baumannii
1616	10	12	4	11	4	98	109		Acinetobacter baumannii
1617	1	46	80	54	4	79	17		Acinetobacter baumannii
1618	35	179	107	37	36	99	5		Acinetobacter baumannii
1619	12	17	12	1	29	108	39		Acinetobacter baumannii
1620	114	17	12	1	29	99	39		Acinetobacter baumannii
1621	22	15	13	12	32	153	2		Acinetobacter baumannii
1622	1	10	8	6	1	171	14		Acinetobacter baumannii
1623	44	73	30	53	44	173	4		Acinetobacter baumannii
1624	1	50	3	2	2	94	3		Acinetobacter baumannii
1625	1	17	1	1	94	98	2		Acinetobacter baumannii
1626	1	10	8	6	1	106	14		
1627	1	3	6	1	4	214	6		
1628	1	77	59	10	1	54	4		
1629	24	46	59	11	4	79	26		
1630	43	182	136	122	117	310	137		
1631	2	15	12	32	26	202	5		
1632	1	12	3	2	2	195	3		
1633	1	15	3	2	2	96	3		
1634	1	62	3	2	2	164	3		
1635	31	45	8	6	30	311	6		
1636	1	35	42	11	35	312	7		
1637	1	15	12	6	28	102	40		Acinetobacter baumannii
1638	30	165	157	52	39	313	56		Acinetobacter pittii
1639	10	12	4	11	4	140	5		Acinetobacter baumannii
1640	2	34	2	1	1	144	7		Acinetobacter baumannii
1641	1	15	2	28	1	157	32		Acinetobacter baumannii
1642	1	12	56	1	1	314	26		Acinetobacter baumannii
1643	1	183	187	10	1	315	138		Acinetobacter baumannii
1644	1	31	12	11	4	316	3		Acintobacter baumannii
1645	1	3	3	2	46	94	3		Acintobacter baumannii
1646	1	3	3	102	2	140	3		Acintobacter baumannii
1647	56	100	115	7	51	154	74		Acintobacter baumannii
1648	1	3	3	102	59	140	3		Acintobacter baumannii
1649	43	65	43	20	27	96	28		Acintobacter baumannii
1650	1	3	3	102	46	140	3		Acintobacter baumannii
1651	1	3	115	2	59	96	3		Acintobacter baumannii
1652	1	3	3	2	46	96	3		Acintobacter baumannii
1653	1	3	3	2	59	96	3		Acintobacter baumannii
1654	1	3	3	2	59	140	3		Acintobacter baumannii
1655	1	3	34	102	2	140	3		Acintobacter baumannii
1656	1	3	3	102	2	155	3		Acintobacter baumannii
1657	1	15	115	2	2	96	3		Acintobacter baumannii
1658	1	81	3	102	2	16	3		Acintobacter baumannii
1659	27	35	115	55	25	158	60		Acintobacter baumannii
1660	1	3	115	102	2	96	3		Acintobacter baumannii
1661	1	3	115	102	2	97	3		Acintobacter baumannii
1662	1	15	3	102	2	202	3		
1663	1	15	3	2	2	111	3		
1664	1	3	115	102	2	106	21		
1665	1	3	115	102	2	106	3		
1666	1	3	3	102	2	96	21		
1667	1	19	10	123	118	317	3		Acintobacter baumannii
1668	1	3	115	102	2	174	21		
1669	1	3	143	102	2	106	3		
1670	1	3	115	102	2	94	3		
1671	1	87	188	2	2	83	3		Acintobacter baumannii
1672	1	3	143	102	2	154	3		
1673	1	3	143	102	2	140	3		
1674	1	3	143	102	2	106	21		
1675	1	184	3	2	2	66	3		Acintobacter baumannii
1676	1	3	3	102	2	166	3		
1677	10	12	182	11	4	79	5		Acintobacter baumannii
1678	10	12	182	11	4	142	5		Acintobacter baumannii
1679	1	3	3	102	2	106	3		
1680	1	3	3	102	2	287	3		
1681	1	3	143	102	2	97	3		
1682	18	15	3	2	1	140	4		Acinetobacter baumannii
1683	1	15	3	28	1	175	32		Acinetobacter baumannii
1684	1	3	3	2	2	153	3		Acinetobacter baumannii
1685	1	38	2	82	1	66	6		Acinetobacter baumannii
1686	36	12	120	10	32	140	4		Acinetobacter baumannii
1687	1	1	13	6	1	25	6		Acinetobacter baumannii
1688	21	12	40	26	32	144	4		Acinetobacter baumannii
1689	1	170	6	1	4	178	6		Acinetobacter baumannii
1690	1	3	3	102	2	160	21		
1691	1	3	3	2	2	102	106		Acinetobacter baumannii
1692	22	15	13	12	4	153	2		Acinetobacter baumannii
1693	21	48	58	42	36	109	110		Acinetobacter baumannii
1694	1	3	8	10	28	97	32		Acintobacter baumannii
1695	1	3	143	102	2	96	21		
1696	1	3	3	102	2	160	3		
1697	1	17	3	2	2	66	3		Acinetobacter baumannii
1698	1	3	2	28	1	182	32		
1699	1	3	143	102	2	96	3		
1700	1	3	115	102	2	96	21		
1701	1	12	3	2	2	66	3		Acinetobacter baumannii
1702	1	15	2	28	1	163	3		
1703	10	12	1	33	4	102	5		Acinetobacter baumannii
1704	1	109	3	2	2	100	3		Acinetobacter baumannii
1705	1	3	3	2	2	162	3		Acinetobacter baumannii
1706	36	57	62	31	22	96	4		
1707	56	164	143	98	51	182	3		
1708	11	67	186	20	37	139	5		
1709	1	3	115	102	2	140	3		
1710	1	17	82	39	1	303	7		
1711	1	3	115	102	2	102	3		
1712	1	12	3	102	2	103	3		
1713	1	146	143	101	76	182	103		
1714	1	17	3	2	2	304	3		Acinetobacter baumannii
1715	1	3	3	2	2	97	140		Acinetobacter baumannii
1716	1	3	115	102	2	303	3		
1717	24	92	96	11	49	162	141		Acinetobacter baumannii
1718	1	3	143	13	1	140	36		
1719	1	17	82	39	1	319	7		Acinetobacter baumannii
1720	1	3	3	102	2	102	3		
1721	22	15	13	60	4	174	2		
1722	11	67	115	20	37	16	15		
1723	27	3	115	30	25	97	3		
1724	1	185	3	2	2	102	3		Acintobacter baumannii
1725	77	104	115	67	55	96	75		
1726	1	3	115	102	110	140	3		
1727	1	3	115	102	2	154	3		
1728	1	17	82	39	1	238	7		Acinetobacter baumannii
1729	62	165	145	67	52	247	139		Acinetobacter pittii
1730	1	102	115	102	1	96	3		
1731	1	12	56	36	1	268	26		
1732	1	12	42	64	1	103	4		
1733	59	186	123	124	119	318	142		Acinetobacter pittii
1734	1	17	5	13	28	97	32		Acinetobacter baumannii
1735	1	115	115	78	2	166	3		
1736	10	12	1	1	4	98	5		Acinetobacter baumannii
1737	1	12	42	64	1	103	3		
1738	1	3	181	102	3	140	3		
1739	2	38	12	1	57	67	6		Acinetobacter baumannii
1740	26	36	43	20	25	320	28		Acinetobacter baumannii
1741	1	3	115	102	2	174	3		
1742	56	100	143	98	51	174	2		
1743	22	15	13	60	2	174	2		
1744	1	15	3	102	2	96	3		
1745	25	37	143	20	25	182	55		
1746	25	37	115	20	25	153	55		
1747	1	3	115	102	2	182	3		
1748	1	87	3	102	2	16	3		
1749	25	37	115	20	25	182	55		
1750	1	17	82	39	1	83	7		
1751	1	3	143	102	1	256	3		
1752	28	38	45	1	16	142	2		Acinetobacter baumannii
1753	56	105	115	67	55	96	75		
1754	1	35	115	102	16	103	3		
1755	1	3	143	102	2	16	3		
1756	21	35	69	28	1	106	4		
1757	2	21	12	32	26	148	5		Acinetobacter baumannii
1758	33	108	46	64	2	153	5		
1759	115	188	190	125	120	321	143		Acinetobacter dijkshoorniae
1760	1	15	2	28	1	66	32		Acinetobacter baumannii
1761	1	46	191	12	4	79	59		Acinetobacter baumannii
1762	97	165	26	102	72	170	89		
1763	1	3	115	102	2	16	3		
1764	1	34	40	26	3	221	4		Acinetobacter baumannii
1765	33	108	139	64	26	153	5		
1766	1	3	115	102	2	155	3		
1767	1	3	115	102	96	96	3		
1768	27	3	115	30	25	154	29		
1769	1	3	3	102	2	102	116		
1770	1	81	115	102	2	16	3		
1771	62	100	115	98	52	182	75		
1772	1	34	40	26	1	221	4		Acinetobacter baumannii
1773	18	34	59	11	71	144	30		Acinetobacter baumannii
1774	11	27	14	21	37	234	15		Acinetobacter baumannii
1775	18	12	80	43	1	94	4		Acinetobacter baumannii
1776	24	111	96	11	49	16	26		Acinetobacter baumannii
1777	1	56	58	54	4	165	4		Acinetobacter baumannii
1778	49	189	192	126	121	322	129		Acinetobacter baumannii
1779	1	64	3	2	2	106	3		Acinetobacter baumannii
1780	1	17	42	12	1	159	6		Acinetobacter baumannii
1781	33	17	40	81	32	143	5		
1782	46	12	110	1	16	142	50		Acinetobacter baumannii
1783	1	12	115	102	2	153	3		
1784	1	15	115	102	2	153	3		
1785	30	39	115	52	39	174	56		
1786	22	15	13	60	3	169	2		
1787	1	3	115	102	59	139	3		
1788	1	187	3	2	2	99	3		Acinetobacter baumannii
1789	1	3	3	2	2	22	3		Acinetobacter baumannii
1790	1	15	77	28	2	107	32		Acinetobacter baumannii
1791	1	3	3	2	2	61	3		Acinetobacter baumannii
1792	1	15	3	28	1	107	32		Acinetobacter baumannii
1793	46	12	182	1	16	142	50		Acinetobacter baumannii
1794	1	187	189	2	2	99	3		Acinetobacter baumannii
1795	46	12	110	121	16	141	50		Acinetobacter baumannii
1796	46	12	182	121	16	141	50		Acinetobacter baumannii
1797	1	3	115	102	2	3	3		
1798	10	12	110	33	4	98	5		Acinetobacter baumannii
1799	69	157	115	102	59	139	3		
1800	10	12	182	33	4	98	5		Acinetobacter baumannii
1801	1	3	3	1	2	102	3		Acinetobacter baumannii
1802	1	115	115	95	2	140	3		
1803	1	17	2	28	1	283	32		Acinetobacter baumannii
1804	10	12	182	33	4	102	5		Acinetobacter baumannii
1805	12	17	189	2	29	99	39		Acinetobacter baumannii
1806	1	3	189	2	2	97	3		Acinetobacter baumannii
1807	1	17	189	2	29	99	39		Acinetobacter baumannii
1808	1	35	189	2	2	102	3		Acinetobacter baumannii
1809	1	3	189	2	2	142	3		Acinetobacter baumannii
1810	1	3	115	102	59	94	3		
1811	1	27	115	102	2	106	3		
1812	1	12	4	11	4	140	4		Acinetobacter baumannii
1813	1	12	182	11	4	140	4		Acinetobacter baumannii
1814	10	12	4	11	4	219	5		Acinetobacter baumannii
1815	10	12	182	11	4	219	5		Acinetobacter baumannii
1816	1	3	189	2	2	96	3		Acinetobacter baumannii
1817	1	12	115	102	2	103	3		
1818	62	129	141	7	52	247	10		Acinetobacter calcoaceticus
1819	1	35	32	27	32	99	14		Acinetobacter baumannii
1820	1	17	8	37	4	142	5		Acinetobacter baumannii
1821	1	46	100	12	36	211	6		Acinetobacter baumannii
1822	1	12	115	2	2	103	3		
1823	31	34	161	6	30	144	6		
1824	1	3	115	2	2	106	3		
1825	1	114	42	54	1	223	68		Acinetobacter baumannii
1826	1	12	61	64	4	103	3		
1827	1	3	115	102	2	97	85		
1828	30	39	115	52	39	139	56		
1829	11	65	170	20	37	287	15		
1830	2	174	161	12	1	231	87		Acinetobacter baumannii
1831	77	104	115	67	55	97	75		
1832	1	3	3	102	59	97	3		
1833	10	12	182	11	4	140	5		Acinetobacter baumannii
1834	1	3	189	2	2	103	3		Acinetobacter baumannii
1835	1	3	189	2	2	260	3		Acinetobacter baumannii
1836	1	12	189	2	2	97	3		Acinetobacter baumannii
1837	1	3	189	2	2	106	3		Acinetobacter baumannii
1838	1	17	189	2	2	142	3		Acinetobacter baumannii
1839	1	17	189	2	2	99	3		Acinetobacter baumannii
1840	10	53	182	11	4	100	5		Acinetobacter baumannii
1841	1	12	189	2	2	79	3		Acinetobacter baumannii
1842	1	3	3	2	4	140	2		Acinetobacter baumannii
1843	1	3	189	2	4	140	2		Acinetobacter baumannii
1844	1	12	26	1	1	103	4		Acinetobacter baumannii
1845	121	17	140	1	1	279	30		Acinetobacter baumannii
1846	2	56	205	74	36	195	6		
1847	105	62	80	133	1	142	45		
1848	1	54	80	28	35	153	30		
1849	1	3	3	2	2	331	3		
1850	1	3	3	2	1	97	3		
1851	1	3	189	2	2	16	3		
1852	1	3	189	2	2	107	3		
1853	1	15	2	71	48	222	3		
1854	46	169	110	121	16	141	50		
1855	21	35	2	28	103	177	4		
1856	33	12	59	11	1	145	5		
1857	46	12	182	1	16	141	50		
1858	2	17	12	32	26	148	5		
1859	1	15	186	102	2	153	3		
1860	1	3	186	77	2	96	3		
1861	1	10	8	64	1	110	14		
1862	1	3	161	128	103	96	57		
1863	1	12	3	1	4	132	26		
1864	1	33	139	1	36	61	41		
1865	1	121	40	12	4	211	6		
1866	1	12	59	48	35	200	5		
1867	1	101	3	2	2	153	3		
1868	10	12	4	11	4	106	5		Acinetobacter baumannii
1869	52	143	193	127	122	323	148		Acinetobacter pittii
1870	34	97	194	41	4	103	4		Acinetobacter baumannii
1871	117	190	195	128	123	325	149		Acinetobacter pittii
1872	62	100	197	7	52	247	75		Acinetobacter pittii
1873	118	191	179	129	125	308	135		Acinetobacter pittii
1874	1	192	2	11	4	170	144		Acinetobacter baumannii
1875	90	143	153	98	83	325	136		Acinetobacter pittii
1876	49	197	180	132	128	333	150		Acinetobacter seifertii
1877	33	195	203	1	48	211	50		Acinetobacter baumannii
1878	3	35	42	12	4	332	30		Acinetobacter baumannii
1879	1	196	204	37	4	141	26		Acinetobacter baumannii
1880	1	121	2	82	1	328	6		Acinetobacter baumannii
1881	34	97	10	41	4	329	4		Acinetobacter baumannii
1882	1	192	200	12	4	174	145		Acinetobacter baumannii
1883	1	194	2	11	4	98	146		Acinetobacter baumannii
1884	1	198	201	37	4	173	151		Acinetobacter baumannii
1885	120	35	67	6	69	140	147		Acinetobacter baumannii
1886	15	12	198	12	1	79	85		Acinetobacter baumannii
1887	1	17	2	131	1	166	69		Acinetobacter baumannii
1888	21	92	198	1	127	330	4		Acinetobacter baumannii
1889	1	12	202	2	4	331	32		Acinetobacter baumannii
1890	1	3	3	2	2	202	3		Acinetobacter baumannii
1891	1	15	189	2	2	153	3		
1892	1	43	186	77	2	202	3		
1893	1	3	3	77	2	96	3		
1894	1	15	202	10	1	96	6		
1895	43	99	185	20	25	109	29		
1896	25	175	93	61	25	233	137		
1897	27	65	99	55	25	238	60		
1898	18	48	59	11	71	173	30		
1899	1	17	82	39	1	158	7		
1900	62	12	138	7	52	25	75		
1901	33	34	13	1	48	211	50		
1902	1	15	80	28	35	140	30		
1903	1	15	80	28	1	269	45		
1904	1	44	3	2	2	96	3		
1905	1	15	3	2	2	97	3		
1906	1	15	3	2	69	140	4		
1907	21	35	135	6	69	140	4		
1908	33	35	2	28	35	103	5		
1909	18	34	135	6	4	103	4		
1910	1	34	56	1	1	66	26		
1911	1	34	80	28	1	178	4		
1912	1	34	80	28	1	144	4		
1913	1	44	3	12	1	96	3		
1914	59	165	157	67	39	313	56		
1915	30	3	157	52	39	313	56		
1916	21	34	80	28	1	164	4		
1917	33	54	80	28	35	164	5		
1918	11	36	14	20	37	254	15		
1919	2	44	58	1	1	96	41		
1920	3	31	140	1	1	97	6		
1921	77	104	87	67	55	109	75		
1922	56	129	137	7	51	247	74		
1923	30	39	157	52	39	313	56		
1924	21	12	140	1	4	109	4		
1925	11	65	3	20	37	254	15		
1926	1	3	3	3	2	96	3		
1927	1	54	12	6	28	153	40		
1928	1	35	67	6	69	140	147		
1929	51	90	49	11	48	25	4		
1930	36	35	62	31	22	157	4		
1931	21	54	2	28	35	193	4		
1932	1	12	4	11	2	219	3		
1933	1	62	3	2	2	202	3		
1934	28	3	45	1	16	97	2		
1935	1	15	8	10	28	144	32		
1936	28	12	45	1	16	98	2		
1937	10	12	1	33	4	304	5		
1938	1	19	204	6	4	141	26		
1939	10	52	1	33	4	98	5		
1940	1	78	3	2	2	200	3		
1941	1	15	109	12	4	106	2		
1942	1	17	8	10	28	110	32		
1943	28	35	45	1	2	177	2		
1944	21	12	140	1	1	107	4		
1945	31	17	67	40	1	107	7		
1946	34	52	29	28	67	107	4		
1947	1	15	2	28	1	175	32		
1948	1	3	189	3	2	96	3		
1949	43	99	185	20	25	109	109		
1950	122	35	3	2	2	102	3		
1951	123	3	3	2	2	97	3		
1952	33	12	207	26	32	107	5		
1953	21	174	139	12	23	97	4		
1954	21	3	3	102	35	140	4		
1955	1	12	182	11	2	219	3		
1956	1	15	189	2	2	142	3		
1957	21	48	58	42	36	107	4		
1958	58	45	139	11	1	54	68		
1959	1	3	3	2	2	335	3		
1960	1	3	56	1	1	157	26		
1961	2	21	182	32	26	198	5		
1962	1	3	189	2	2	140	3		
1963	26	154	154	20	25	275	28		
1964	33	31	120	28	1	191	143		
1965	33	12	40	69	32	253	5		
1966	1	12	13	69	94	16	2		
1967	1	34	3	2	2	178	3		
1968	1	3	3	2	2	113	3		
1969	1	17	135	12	23	98	6		
1970	1	3	3	2	2	160	4		
1971	36	34	59	28	4	279	3		
1972	10	12	4	11	4	156	5		
1973	1	17	8	10	1	10	3		
1974	1	17	82	39	1	157	7		
1975	33	46	110	49	23	336	152		
1976	33	12	40	26	32	337	4		
1977	1	200	3	2	2	96	3		
1978	56	100	137	7	51	338	74		
1979	1	10	181	1	1	110	153		
1980	1	35	12	134	4	163	4		
1981	1	34	80	28	130	178	4		
1982	1	12	83	6	4	331	154		
1983	21	108	80	28	22	164	155		
1984	91	100	137	7	56	96	156		
1985	21	12	2	28	35	339	4		
1986	56	100	137	7	51	340	74		
1987	21	201	2	28	35	341	4		
1988	1	10	208	1	1	110	153		
1989	1	15	64	12	28	163	157		
1990	62	104	196	7	124	141	74		
1991	1	3	3	102	2	96	126		
1992	51	12	42	107	16	330	5		
1993	122	12	68	41	32	103	151		
1994	56	104	137	98	51	191	74		
1995	22	15	13	60	4	169	2		
1996	11	65	14	21	37	342	15		
1997	11	65	14	21	37	343	15		
1998	11	20	14	20	37	343	15		
1999	125	65	142	30	131	114	28		
2000	1	35	80	28	1	221	45		
2001	21	34	2	28	1	157	4		
2002	33	12	59	11	32	145	5		
2003	36	35	59	28	4	109	4		
2004	33	54	80	28	1	107	5		
2005	35	38	12	1	57	67	5		
2006	106	93	181	60	1	284	130		
2007	21	12	2	28	1	157	4		
2008	62	100	138	7	52	247	75		
2009	56	104	137	67	55	280	75		
2010	77	104	87	67	55	247	75		
2011	60	17	140	1	4	279	107		
2012	11	65	14	21	37	140	15		
2013	26	65	43	20	25	270	28		
2014	1	44	209	12	1	344	158		
2015	33	12	212	28	32	145	5		
2016	56	104	137	67	55	279	75		
2017	1	34	80	28	1	345	4		
2018	2	21	12	32	26	16	5		
2019	2	21	12	32	26	97	5		
2020	1	3	3	2	2	258	3		
2021	2	1	42	10	1	140	5		
2022	1	12	56	1	1	195	26		
2023	1	38	3	2	2	97	3		
2024	36	34	62	31	22	347	4		
2025	1	12	3	2	2	148	3		
2026	1	12	3	2	2	163	3		
2027	10	17	4	11	4	98	5		
2028	1	3	3	102	59	96	3		
2029	1	43	206	102	2	202	3		
2030	123	3	206	102	59	96	3		
2031	1	3	206	102	59	96	3		
2032	1	15	3	102	59	153	3		
2033	1	3	206	102	2	96	3		
2034	1	3	3	102	38	96	3		
2035	1	3	206	102	38	96	3		
2036	72	138	206	20	27	96	29		
2037	33	192	164	64	32	96	5		
2038	1	17	82	39	101	107	159		
2039	26	36	142	20	25	103	28		
2040	128	36	135	138	133	103	99		
2041	91	172	137	98	84	96	104		
2042	1	63	213	11	1	346	6		
2043	1	12	2	28	1	158	3		
2044	1	17	135	85	1	99	16		
2045	1	38	45	1	16	66	5		
2046	21	48	58	42	36	191	4		
2047	1	48	3	2	2	3	3		
2048	1	17	58	1	4	17	4		
2049	1	48	58	2	36	66	3		
2050	1	35	2	28	1	83	4		
2051	18	1	172	50	1	79	4		
2052	1	47	42	11	35	110	4		
2053	33	12	2	28	32	83	4		
2054	1	12	189	2	2	100	3		
2055	1	38	189	2	2	144	3		
2056	21	15	189	2	35	202	4		
2057	1	3	189	2	2	99	3		
2058	1	3	189	2	2	219	3		
2059	1	12	3	2	2	100	166		
2060	1	12	189	2	2	100	166		
2061	1	17	189	2	2	16	3		
2062	1	17	189	2	2	108	3		
2063	1	17	3	2	2	108	3		
2064	1	3	21	1	4	102	4		
2065	37	12	90	47	1	232	4		
2066	133	1	139	12	1	103	4		
2067	21	48	3	42	36	109	4		
2068	1	17	6	1	4	17	4		
2069	1	17	189	2	2	97	3		
2070	1	35	2	28	1	358	4		
2071	21	35	2	28	1	357	4		
2072	1	97	219	11	4	103	4		
2073	1	17	6	1	4	67	6		
2074	1	87	3	2	2	107	3		
2075	18	87	2	28	1	276	71		
2076	91	100	137	7	56	239	156		
2077	59	209	217	87	56	353	65		
2078	25	37	55	20	25	355	55		
2079	11	27	218	140	37	356	28		
2080	1	15	80	28	1	359	45		
2081	124	52	210	135	4	278	159		
2082	91	211	122	87	141	361	168		
2083	77	104	220	67	55	247	75		
2084	129	205	169	139	134	348	10		
2085	130	206	214	7	136	350	163		
2086	132	207	215	129	138	351	88		
2087	135	80	221	142	142	362	131		
2088	1	35	3	2	2	221	3		
2089	21	15	2	28	1	157	165		
2090	1	208	216	6	1	106	2		
2091	1	38	3	2	2	40	3		
2092	1	34	80	28	1	193	45		
2093	1	40	102	26	35	222	5		
2094	1	33	139	1	1	346	41		
2095	1	35	65	45	4	96	26		
2096	56	104	137	67	55	223	75		
2097	10	12	4	11	4	153	5		
2098	31	33	211	40	16	142	7		
2099	91	212	179	144	144	363	170		
2100	91	80	222	145	145	353	171		
2101	139	214	223	146	147	327	174		
2102	143	65	224	149	25	366	178		
2103	1	3	3	77	25	96	3		
2104	1	3	206	102	59	96	159		
2105	126	66	206	123	59	96	3		
2106	91	165	145	67	100	191	88		
2107	91	165	145	67	100	293	88		
2108	22	15	13	69	4	169	2		
2109	11	40	10	30	27	157	33		
2110	21	12	2	28	1	191	4		
2111	25	37	55	20	40	153	55		
2112	56	37	55	20	25	96	55		
2113	2	36	87	30	15	96	28		
2114	1	12	12	64	4	103	3		
2115	77	104	123	67	55	96	75		
2116	26	36	137	20	25	304	28		
2117	24	1	96	64	49	16	26		
2118	31	45	8	6	30	367	6		
2119	1	46	80	153	1	137	52		
2120	1	46	129	54	156	79	59		
2121	1	3	227	2	2	102	3		
2122	1	15	2	28	1	108	32		
2123	1	15	2	28	1	145	32		
2124	1	15	2	28	1	113	32		
2125	1	17	2	10	28	99	32		
2126	1	17	8	10	28	311	32		
2127	1	21	139	11	4	170	185		
2128	1	35	8	10	28	180	32		
2129	1	59	56	1	1	157	26		
2130	1	102	13	12	4	66	2		
2131	33	12	59	28	32	140	5		
2132	24	1	96	6	49	16	26		
2133	1	12	12	6	4	103	3		
2134	21	15	135	28	1	103	4		
2135	1	33	73	117	36	61	145		
2136	1	90	38	6	26	153	5		
2137	1	12	12	6	4	96	3		
2138	36	34	62	31	22	96	4		
2139	1	102	13	12	4	193	2		
2140	33	12	212	28	32	140	5		
2141	12	33	12	1	29	144	39		
2142	56	164	137	7	51	292	74		
2143	1	17	3	2	2	191	3		
2144	2	21	12	32	26	102	5		A. baumannii
2145	1	107	166	6	23	96	26		A. baumannii
2146	1	107	166	6	23	285	26		A. baumannii
2147	1	3	189	2	2	164	3		
2148	1	3	189	2	4	106	2		
2149	1	38	189	2	2	110	3		
2150	1	31	3	2	2	164	3		
2151	1	15	13	12	4	169	2		
2152	1	15	80	85	28	163	113		
2153	1	12	56	1	1	153	26		
2154	72	138	72	20	27	251	29		
2155	1	15	4	11	4	79	4		
2156	1	15	3	2	2	164	3		
2157	1	3	189	2	2	202	3		
2158	1	3	189	2	2	61	3		
2159	1	15	189	2	2	164	3		
2160	1	165	157	52	2	96	3		
2161	56	104	168	67	52	247	75		
2162	1	12	189	2	2	219	3		
2163	10	113	182	11	4	79	5		
2164	1	3	189	2	2	102	3		
2165	1	15	189	70	2	202	3		
2166	1	17	189	2	2	219	3		
2167	28	38	45	1	16	99	2		
2168	1	12	42	6	1	103	4		
2169	1	17	3	2	2	94	3		
2170	1	114	42	54	1	165	68		
2171	21	46	107	37	1	171	159		
2172	10	12	4	11	4	227	5		
2173	10	52	4	11	4	100	5		
2174	1	34	62	31	4	144	45		
2175	1	17	3	2	2	163	3		
2176	1	17	3	2	2	144	3		
2177	10	12	4	11	28	98	5		
2178	1	17	3	2	2	200	3		
2179	10	12	3	2	4	98	5		
2180	1	17	3	2	2	67	3		
2181	1	35	3	2	2	145	3		
2182	1	17	3	2	2	98	3		
2183	1	15	2	28	1	106	32		
2184	51	31	49	11	48	109	4		
2185	1	42	49	10	1	188	4		
2186	1	35	65	45	4	331	26		
2187	1	15	2	28	1	160	32		
2188	2	1	229	10	158	261	5		
2189	10	12	230	11	4	98	5		
2190	33	15	231	11	26	371	2		
2191	12	17	232	1	29	163	39		
2192	1	81	77	12	4	110	186		
2193	1	17	3	2	2	200	187		
2194	1	19	42	123	118	100	3		
2195	76	65	86	21	73	4	90		
2196	150	3	3	2	2	160	3		
2197	1	12	32	74	1	260	14		
2198	33	34	40	26	4	157	5		
2199	10	53	4	11	4	100	5		
2200	1	3	3	102	127	97	3		
2201	1	12	59	28	1	372	45		
2202	33	12	40	26	129	372	4		
2203	21	12	140	1	1	373	4		
2204	3	3	3	2	2	106	3		
2205	15	21	8	43	1	200	122		
2206	1	63	67	60	29	153	5		
2207	1	3	3	102	2	16	3		
2208	1	34	3	2	2	97	3		
2209	21	12	2	28	1	221	4		
2210	1	231	208	1	1	171	153		
2211	122	3	3	2	2	97	3		
2212	1	12	59	28	4	175	45		
2213	33	31	2	28	1	172	5		
2214	21	31	140	1	1	157	4		
2215	21	12	2	28	1	253	4		
2216	51	12	49	11	48	145	4		
